Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,4900050,2013,Total enrollment,,4,,4,10,25,7,238,4,292,29,4,4
UT,CS LEWIS ACADEMY,4900074,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CS LEWIS ACADEMY,4900074,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CS LEWIS ACADEMY,4900074,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CS LEWIS ACADEMY,4900074,2013,Total enrollment,,0,,0,4,37,7,394,4,446,59,0,10
UT,EXCELSIOR ACADEMY,4900136,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,EXCELSIOR ACADEMY,4900136,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EXCELSIOR ACADEMY,4900136,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EXCELSIOR ACADEMY,4900136,2013,Total enrollment,,13,,7,7,46,4,589,19,685,71,0,0
UT,ALPINE DISTRICT,4900030,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,4900030,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,4900030,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,4900030,2009,Total enrollment,,315,1610,,,5740,540,57140,,65340,5995,290,3880
UT,BEAVER COUNTY SCHOOL DISTRICT,4900060,2009,Allegations - basis of disability,6,,,,,,,,,,,,
UT,BEAVER COUNTY SCHOOL DISTRICT,4900060,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,5,,10,5,0,0
UT,BEAVER COUNTY SCHOOL DISTRICT,4900060,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,10,,10,5,0,0
UT,BEAVER COUNTY SCHOOL DISTRICT,4900060,2009,Total enrollment,,20,15,,,185,5,1365,,1585,215,0,75
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2015,Total enrollment,,4,,19,7,442,25,1261,43,1801,290,7,133
UT,TIMPANOGOS ACADEMY,4900016,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TIMPANOGOS ACADEMY,4900016,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TIMPANOGOS ACADEMY,4900016,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TIMPANOGOS ACADEMY,4900016,2015,Total enrollment,,0,,10,5,79,4,385,19,502,83,4,0
UT,DIXIE MONTESSORI ACADEMY,4900169,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DIXIE MONTESSORI ACADEMY,4900169,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DIXIE MONTESSORI ACADEMY,4900169,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DIXIE MONTESSORI ACADEMY,4900169,2015,Total enrollment,,7,,4,13,43,2,337,16,422,62,2,7
UT,ENDEAVOR HALL,4900155,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ENDEAVOR HALL,4900155,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENDEAVOR HALL,4900155,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENDEAVOR HALL,4900155,2015,Total enrollment,,10,,16,31,193,19,322,25,616,86,0,112
UT,PINNACLE CANYON ACADEMY,4900008,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PINNACLE CANYON ACADEMY,4900008,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PINNACLE CANYON ACADEMY,4900008,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PINNACLE CANYON ACADEMY,4900008,2015,Total enrollment,,7,,10,0,100,10,424,7,558,125,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2015,Total enrollment,,4,,20,14,79,11,195,10,333,315,0,0
UT,TOOELE DISTRICT,4901050,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TOOELE DISTRICT,4901050,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TOOELE DISTRICT,4901050,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TOOELE DISTRICT,4901050,2015,Total enrollment,,126,,96,163,1942,162,11774,72,14335,2188,135,441
UT,LEGACY PREPARATORY ACADEMY,4900045,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LEGACY PREPARATORY ACADEMY,4900045,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LEGACY PREPARATORY ACADEMY,4900045,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LEGACY PREPARATORY ACADEMY,4900045,2015,Total enrollment,,4,,19,10,115,19,868,31,1066,116,0,28
UT,FREEDOM PREPARATORY ACADEMY,4900062,2015,Allegations - basis of disability,1,,,,,,,,,,,,
UT,FREEDOM PREPARATORY ACADEMY,4900062,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,2,0
UT,FREEDOM PREPARATORY ACADEMY,4900062,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,2,0
UT,FREEDOM PREPARATORY ACADEMY,4900062,2015,Total enrollment,,4,,37,13,361,4,688,43,1150,116,16,91
UT,WEBER DISTRICT,4901200,2009,Allegations - basis of disability,16,,,,,,,,,,,,
UT,WEBER DISTRICT,4901200,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,15,,15,5,0,0
UT,WEBER DISTRICT,4901200,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,10,,10,10,0,0
UT,WEBER DISTRICT,4901200,2009,Total enrollment,,210,605,,,3135,440,26070,,30460,4080,370,860
UT,AMERICAN PREPARATORY ACADEMY,4900005,2011,Allegations - basis of disability,3,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY,4900005,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,2,0,4,0,0,2
UT,AMERICAN PREPARATORY ACADEMY,4900005,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,4,0,4,2,0,0
UT,AMERICAN PREPARATORY ACADEMY,4900005,2011,Total enrollment,,10,,102,57,591,75,1035,17,1887,129,13,585
UT,DAGGETT DISTRICT,4900180,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DAGGETT DISTRICT,4900180,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAGGETT DISTRICT,4900180,2011,Total enrollment,,2,,2,0,9,0,162,0,175,21,0,2
UT,MORGAN DISTRICT,4900570,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MORGAN DISTRICT,4900570,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MORGAN DISTRICT,4900570,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MORGAN DISTRICT,4900570,2011,Total enrollment,,0,,11,16,64,13,2453,27,2584,217,4,6
UT,TIMPANOGOS ACADEMY,4900016,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TIMPANOGOS ACADEMY,4900016,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TIMPANOGOS ACADEMY,4900016,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TIMPANOGOS ACADEMY,4900016,2011,Total enrollment,,0,,19,0,40,2,373,7,441,35,7,2
UT,PIUTE DISTRICT,4900780,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PIUTE DISTRICT,4900780,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIUTE DISTRICT,4900780,2011,Total enrollment,,0,,0,2,41,6,314,0,363,48,0,12
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2011,Allegations - basis of disability,7,,,,,,,,,,,,
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,4,0,6,4,4,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,2,2,2,2,0,8,0,0,0
UT,AMERICAN LEADERSHIP ACADEMY,4900033,2011,Total enrollment,,10,,7,19,178,28,1228,49,1519,227,10,238
UT,WAYNE DISTRICT,4901170,2011,Allegations - basis of disability,3,,,,,,,,,,,,
UT,WAYNE DISTRICT,4901170,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,WAYNE DISTRICT,4901170,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,WAYNE DISTRICT,4901170,2011,Total enrollment,,4,,4,6,16,2,541,8,581,81,0,14
UT,CHANNING HALL,4900040,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CHANNING HALL,4900040,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,4900040,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,4900040,2011,Total enrollment,,2,,25,10,37,4,592,0,670,65,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PARADIGM HIGH SCHOOL,4900052,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2011,Total enrollment,,2,,4,4,31,5,514,4,564,56,16,0
UT,WALDEN SCHOOL OF LIBERAL ARTS,4900061,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WALDEN SCHOOL OF LIBERAL ARTS,4900061,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WALDEN SCHOOL OF LIBERAL ARTS,4900061,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WALDEN SCHOOL OF LIBERAL ARTS,4900061,2015,Total enrollment,,7,,4,4,31,2,376,19,443,86,7,0
UT,TINTIC DISTRICT,4901020,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TINTIC DISTRICT,4901020,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TINTIC DISTRICT,4901020,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TINTIC DISTRICT,4901020,2015,Total enrollment,,0,,0,0,14,6,251,4,275,37,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2015,Total enrollment,,4,,31,2,43,4,232,4,320,65,10,7
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2015,Total enrollment,,4,,4,2,13,7,241,0,271,44,0,0
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2015,Total enrollment,,0,,2,2,13,7,430,10,464,71,0,0
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH CAREER PATH HIGH SCHOOL,4900171,2015,Total enrollment,,4,,2,2,0,4,157,10,179,32,0,0
UT,MOAB CHARTER SCHOOL,4900035,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MOAB CHARTER SCHOOL,4900035,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB CHARTER SCHOOL,4900035,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB CHARTER SCHOOL,4900035,2015,Total enrollment,,2,,2,0,16,0,94,4,118,20,0,2
UT,AMERICAN PREPARATORY ACADEMY - SALEM,4900047,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY - SALEM,4900047,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY - SALEM,4900047,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY - SALEM,4900047,2015,Total enrollment,,0,,4,4,58,2,463,7,538,56,10,16
UT,IRON DISTRICT,4900390,2015,Allegations - basis of disability,2,,,,,,,,,,,,
UT,IRON DISTRICT,4900390,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,IRON DISTRICT,4900390,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,IRON DISTRICT,4900390,2015,Total enrollment,,277,,49,50,848,56,7778,195,9253,1342,34,276
UT,DUAL IMMERSION ACADEMY,4900073,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DUAL IMMERSION ACADEMY,4900073,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUAL IMMERSION ACADEMY,4900073,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUAL IMMERSION ACADEMY,4900073,2011,Total enrollment,,2,,0,4,46,4,46,298,400,50,0,400
UT,PROVIDENCE HALL,4900124,2011,Allegations - basis of disability,5,,,,,,,,,,,,
UT,PROVIDENCE HALL,4900124,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,10,0,10,0,0,0
UT,PROVIDENCE HALL,4900124,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,2,0,0,2,0,2,0
UT,PROVIDENCE HALL,4900124,2011,Total enrollment,,2,,13,4,52,19,1306,0,1396,185,7,4
UT,CANYONS DISTRICT,4900142,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,4900142,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,4900142,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,2,0,4,0,6,0,0,0
UT,CANYONS DISTRICT,4900142,2011,Total enrollment,,275,,807,354,4457,425,26504,1275,34097,3652,168,1615
UT,ALIANZA ACADEMY,4900149,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ALIANZA ACADEMY,4900149,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALIANZA ACADEMY,4900149,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALIANZA ACADEMY,4900149,2011,Total enrollment,,4,,7,4,115,7,238,16,391,62,2,55
UT,KANE DISTRICT,4900480,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,KANE DISTRICT,4900480,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KANE DISTRICT,4900480,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KANE DISTRICT,4900480,2011,Total enrollment,,32,,8,0,55,6,1204,4,1309,191,4,18
UT,SALT LAKE ARTS ACADEMY,4900018,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE ARTS ACADEMY,4900018,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE ARTS ACADEMY,4900018,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE ARTS ACADEMY,4900018,2011,Total enrollment,,0,,16,4,16,10,256,2,304,17,7,2
UT,UINTAH RIVER HIGH,4900013,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UINTAH RIVER HIGH,4900013,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2011,Total enrollment,,61,,0,0,0,0,4,0,65,2,2,0
UT,NORTH STAR ACADEMY,4900025,2011,Allegations - basis of disability,14,,,,,,,,,,,,
UT,NORTH STAR ACADEMY,4900025,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH STAR ACADEMY,4900025,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,7,0,7,5,4,0
UT,NORTH STAR ACADEMY,4900025,2011,Total enrollment,,0,,4,0,13,4,475,7,503,44,7,0
UT,NORTH SUMMIT DISTRICT,4900690,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NORTH SUMMIT DISTRICT,4900690,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,NORTH SUMMIT DISTRICT,4900690,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SUMMIT DISTRICT,4900690,2011,Total enrollment,,4,,2,8,122,8,886,0,1030,143,11,56
UT,SPECTRUM ACADEMY,4900042,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SPECTRUM ACADEMY,4900042,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SPECTRUM ACADEMY,4900042,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SPECTRUM ACADEMY,4900042,2011,Total enrollment,,5,,10,7,22,7,553,31,635,377,4,0
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2015,Total enrollment,,4,,46,4,70,2,490,19,635,38,64,0
UT,CACHE DISTRICT,4900120,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CACHE DISTRICT,4900120,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,4900120,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,4900120,2015,Total enrollment,,49,,120,95,1508,120,15245,318,17455,2713,118,471
UT,JEFFERSON ACADEMY,4900139,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JEFFERSON ACADEMY,4900139,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JEFFERSON ACADEMY,4900139,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JEFFERSON ACADEMY,4900139,2015,Total enrollment,,2,,10,4,37,10,472,19,554,65,4,0
UT,CITY ACADEMY,4900009,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CITY ACADEMY,4900009,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CITY ACADEMY,4900009,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CITY ACADEMY,4900009,2015,Total enrollment,,0,,5,0,46,7,118,2,178,35,7,4
UT,LINCOLN ACADEMY,4900022,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LINCOLN ACADEMY,4900022,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LINCOLN ACADEMY,4900022,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LINCOLN ACADEMY,4900022,2015,Total enrollment,,2,,4,4,43,7,757,46,863,101,28,10
